meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,spent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,labels
-512.3370972,65.60902405,-40.37759781,21.83618927,-4.338458538,-11.57462597,-0.52612251,-10.40249538,-6.56989193,-7.483794212,-10.12680531,-3.802924156,-3.53592658,2.219226837,-6.618810654,-5.484631062,-3.543646097,-1.336566925,-1.519326925,5.452331543,female_happy
-441.7049255,60.52592087,-34.96091843,11.17428017,-2.535171747,-14.82462406,-1.157257915,-23.53950119,-6.270102978,-7.785846233,-13.35925102,-9.796977997,-5.768280506,-1.483673692,-4.517464638,-1.792633533,-9.172020912,3.975225687,4.299781322,10.46617603,female_fear
-361.2398852,28.47283561,-8.590470316,2.881455161,-0.579072933,-4.785394386,-4.211023138,-11.47910525,-7.443267516,-4.16018262,-7.741803537,-7.803152681,-3.959704605,-2.92436489,-2.595943795,-3.697036887,-4.590286021,-0.31192604,1.765863565,4.354516374,female_fear
-503.4431152,58.62509537,-39.06039429,11.90092373,-8.48073101,-12.11693001,-4.840945244,-25.09904861,-7.698153496,-11.66805553,-14.40244675,-8.722507477,-3.663651228,-1.686475635,-3.13708353,-5.441723824,-7.915614128,8.525087357,6.108423233,12.33686161,female_fear
-607.0739136,84.59394836,-1.866070271,22.07564926,0.793215573,-5.426822662,1.940633297,-15.62139702,-3.286388159,-6.145241737,-2.749313831,-6.221356392,-4.011425018,0.16871655,-6.943901539,-4.434149265,-4.455372334,2.697397232,-1.832710385,0.391886741,female_neutral
-423.8547851,24.83266965,4.917124452,3.958232588,-0.699960653,-3.01114072,-2.934914907,-7.315187737,-6.954933375,-2.614760884,-2.593817733,-4.607601469,-3.498079312,-2.818878617,-4.605231933,-4.58174322,-2.97867821,-1.688348645,-2.508789253,-2.926282283,female_neutral
-660.2846069,79.19839478,-4.962399483,21.53415871,-4.411515713,-4.674499989,-3.027932644,-15.94011116,-5.580136776,-4.223911762,-3.369793892,-6.694740295,-2.352254152,-1.344176412,-7.997253895,-3.460716724,-1.987522364,3.744787216,-2.025277138,0.04062644,female_neutral
-650.6243286,84.66730499,3.508035898,25.29141045,3.249893665,-0.518387198,-0.105207033,-13.8079834,-3.750136137,-8.09034729,-3.785188437,-7.900740623,-0.92091608,-1.357007384,-2.479427576,-2.882247925,-3.200078726,1.029545188,-1.60988307,3.509930849,female_sad
-524.9302419,35.88750307,9.956689871,7.483345898,2.068414594,-2.469874137,-4.465882471,-7.129316252,-7.382216158,-5.026323221,-4.716160157,-6.693864321,-2.509890079,-0.934064574,-3.58928611,-3.558939571,-2.854175945,-2.098884457,-1.773762973,-0.335557153,female_sad
-709.0378418,81.16230011,3.152206659,24.89144325,-1.147346377,0.064918347,-5.370173454,-13.44954777,-4.410153389,-6.081415176,-5.122490883,-7.934588432,1.0992558,-2.524606705,-2.451547146,-2.36346364,-1.770233989,-0.626843214,1.521800756,2.184715509,female_sad
-605.6834717,74.77993011,-4.339679241,15.50016975,5.968027115,-7.24102354,-2.746469498,-18.03794289,-8.943371773,3.266668797,-12.82818222,-4.210285664,-4.147510052,0.598913491,-2.77214098,-4.81413269,-5.523879051,3.524240732,-2.01314497,2.862251043,female_sad
-444.8517674,25.58379408,4.501605456,4.671474074,0.487478863,-4.424116557,-7.694358589,-10.13762727,-8.725946263,-2.991824262,-6.327882111,-6.124411074,-3.489841697,-2.524102742,-3.684934414,-5.540010646,-4.239974803,-0.880075905,-2.459679139,-1.618897978,female_sad
-669.5296021,72.0880661,-7.4792099,13.65578747,1.273982525,-8.245069504,-8.40758419,-21.47265434,-8.051115036,1.572936893,-15.85524464,-3.333408356,-4.291234493,0.577056766,-5.547777653,-6.135221004,-3.679163456,4.410393238,-0.627486348,7.169789314,female_sad
-483.6660767,72.98724365,-12.52258492,13.51874447,-5.21908474,-6.251320362,5.175075054,-13.77902889,-5.79111433,-6.182668209,-6.458612442,-7.503966331,-5.938147545,1.487333894,-4.125823498,-3.258090496,-1.0767349,-2.223559141,-1.946196675,3.102535009,female_angry
-373.6049339,36.58097102,-2.408037238,3.232658191,-4.8244853,-4.956644454,0.767043866,-8.667390279,-8.28196135,-4.575981857,-5.333559662,-6.462757987,-4.357109105,-0.946576064,-3.335480402,-4.60643715,-2.220083038,-3.611539315,-3.523120053,-0.633787087,female_angry
-538.048645,69.35306549,-15.79833412,11.7818861,-9.667417526,-5.28532362,0.936652184,-16.46019363,-6.009675503,-5.722700596,-6.966326714,-6.717589855,-4.232581615,0.647438824,-5.583521366,-3.505806446,-1.752170682,-2.487419844,0.506300032,1.088866711,female_angry
-582.640564,78.25569916,-9.96084404,16.26297951,6.710520267,-10.41775513,-7.198175907,-23.35047531,-7.100417614,0.260215521,-11.35859966,-8.194382668,-6.048359394,-2.157681704,-3.004394531,-6.67529583,-6.741184711,5.372048855,3.681810141,7.58435297,female_sad
-443.9118245,26.3417438,5.119176948,5.729855799,1.730384508,-3.982540443,-6.583601304,-10.30343109,-7.449512532,-4.099479755,-7.244930942,-6.506945138,-4.176539901,-4.578707158,-4.492671593,-6.158839112,-4.081585903,0.280622506,-1.104305591,-0.507492918,female_sad
-635.9564819,69.84066772,-11.94373226,15.85123348,1.021741033,-11.46308994,-12.49508572,-24.82333946,-7.467826843,-1.799139619,-12.47568989,-7.095654964,-4.861398697,-2.396526337,-4.429331303,-8.545500755,-2.301450491,8.634719849,3.866712809,7.430104256,female_sad
-440.3688965,57.13814163,-33.69964981,13.15504551,0.439521581,-18.62959671,-6.06654644,-19.52878189,-8.094283104,-10.47411251,-15.12850475,-5.260882378,-10.93028545,-3.839054585,-6.995839596,-9.573864937,-7.522529125,-0.805072248,-7.032566547,0.133482531,female_happy
-298.2970274,22.18430522,-7.773457457,3.029359104,1.700255754,-7.170673104,-5.523762581,-7.743465543,-6.657100743,-5.386336386,-6.323408481,-4.308906615,-5.293250849,-5.325133718,-5.567033709,-7.015166557,-5.269519464,-3.475447982,-6.090729352,-4.063008279,female_happy
-492.0063782,50.32354355,-35.64501572,12.58436203,-3.498733997,-19.57273674,-9.598646164,-19.20833969,-9.027083397,-11.26934052,-13.58065605,-5.163366318,-10.58268738,-4.736728668,-9.574856758,-10.19933224,-4.681294918,-2.424398184,-6.381653786,2.204157114,female_happy
-642.5073242,75.60341644,16.99064064,20.80757332,4.525830746,4.338130951,1.599676609,-13.31218815,-3.491844177,-2.142084599,-2.355425358,-7.723397255,0.419031203,-1.595812917,-5.122725964,-2.547884941,-4.602315426,2.618607044,-1.534916639,2.334360361,female_calm
-495.1439487,30.29683875,13.0321801,9.379908468,0.058859771,0.535028122,-3.068652276,-8.542448041,-6.990784343,-1.370214139,-3.882405492,-6.447694141,-2.197646882,-1.957287581,-4.684700388,-4.10085876,-4.063556782,-1.469515236,-1.295502747,-1.406626656,female_calm
-692.3373413,66.02178955,12.7017498,19.35759544,0.261075407,3.466380119,-3.864411116,-14.04012012,-4.090348244,-1.502152681,-6.242415428,-7.957346916,0.227727368,-3.913834572,-5.950992584,-4.136168957,-3.723380566,2.942677736,-1.491670966,0.78934902,female_calm
-664.005188,79.92259216,10.17917633,18.48703384,6.575380325,2.660528898,-2.245747805,-12.9298687,-6.902843475,-0.697043955,0.913961351,-11.24146557,0.079608306,-0.818292677,-2.027876139,-2.694433212,-3.674800634,5.530470848,1.551038623,2.668423653,female_sad
-632.5970038,62.56821522,10.88982148,16.25103741,4.807164281,0.700906625,-2.165212782,-11.17589401,-6.600448294,-1.037770929,-0.010238055,-10.39406571,-0.577912774,-1.191636218,-1.795160702,-2.595999617,-3.559650447,4.703649326,1.365211914,1.694363418,female_sad
-720.9064941,72.2445755,10.61127186,19.23940086,2.18974328,1.294790983,-6.944446087,-12.83466339,-6.618665218,0.667094469,-2.271573544,-12.46575546,1.724957108,-1.822707653,0.0148624,-3.336816072,1.007297993,5.916301727,0.379856586,-2.038190365,female_sad
-634.3320313,85.77664185,6.828732491,16.70054817,1.08633256,0.157939047,-3.904412746,-9.808128357,-7.390576839,-0.722934008,-4.805267811,-4.054854393,-3.776211262,-0.386691332,-3.81156826,-3.561900377,-5.666571617,0.122013956,-4.735275269,0.059395775,female_disgust
-495.2132543,35.79930564,10.29192873,6.214236457,-1.250586927,-3.774643987,-6.809462281,-8.169446974,-6.56925247,-2.587498889,-5.954076712,-5.214731245,-3.050710076,-2.873365804,-3.983035116,-4.639149281,-4.83558047,-3.087838845,-4.160374749,-2.697322598,female_disgust
-684.2989502,77.87458038,5.887272358,15.73087883,-0.316099674,-0.263516277,-7.816658497,-12.41623974,-7.938981056,-1.156497002,-6.655693531,-2.240493536,-2.828907013,-1.082041144,-4.967161179,-3.735201359,-3.0456357,1.815825105,-3.995629549,1.013396263,female_disgust
-361.7380066,32.13188934,-29.42103195,2.319290638,-11.28749943,-14.87090969,2.85057354,-24.78117752,-10.1924572,-0.170464933,-9.881976128,-2.955488443,-6.178935528,5.01595974,-2.967078686,2.722053289,5.480829239,20.2971344,24.58882713,31.92217827,female_fear
-236.430473,17.0389651,-7.435825997,0.909336236,-4.425198896,-7.05332176,-0.87334538,-9.81104993,-6.979882061,-2.393637029,-4.372661436,-2.266907708,-2.775956407,-2.370061916,-1.575327827,-1.525798118,3.092602568,11.85797605,15.32217638,17.95914355,female_fear
-418.6591187,30.13002396,-32.79287338,2.228631258,-13.59394073,-12.36783504,-1.072621822,-27.90056038,-6.951715946,-1.791896224,-9.544527054,-3.112063169,-3.640826225,6.01513195,-2.534606695,6.110519886,13.38475418,28.7854805,28.85809898,30.1346283,female_fear
-579.1694946,75.71163177,11.81572914,14.51920986,2.983365774,-8.102883339,-10.28802395,-16.62538528,-9.443458557,-8.926876068,-12.51660156,1.986360431,-9.619310379,-2.190266132,-6.05021286,-7.596745014,-5.976057053,0.368615478,-4.788601875,-0.429441303,female_disgust
-452.6832307,33.11072238,13.57746494,6.16916699,-0.544784014,-6.3213161,-11.36711751,-11.48243648,-7.92184515,-6.077004813,-8.970330241,-1.354468366,-5.145724669,-4.12088584,-5.222733309,-6.925301282,-5.331958506,-2.81420224,-4.315490544,-3.417530994,female_disgust
-637.1348267,74.14636993,10.00580883,12.29715538,-2.07352519,-9.642854691,-13.83508301,-18.72846031,-8.845374107,-10.31857777,-11.12518597,2.266751766,-11.52860737,-0.359281063,-7.348329067,-5.526441097,-1.82557869,1.333188415,-6.592212677,-1.574181557,female_disgust
-487.2959595,60.27626038,-16.25621796,5.221591473,2.398600578,-9.995820999,1.481296301,-23.51906776,-8.798388481,-2.630477667,-15.98243618,-5.651596069,-8.060852051,0.443169802,-6.482005596,-5.558858871,-9.998772621,0.28813976,-0.023265097,4.954729557,female_fear
-425.6774346,36.95477488,-7.119654501,0.561573284,-0.649773343,-7.222067057,-3.460615168,-16.46730888,-9.856263662,-2.884252778,-11.91353282,-6.117751024,-6.420887395,-1.326325124,-5.672550248,-6.927642561,-9.176853466,-1.853742045,-2.919374052,2.187311808,female_fear
-540.0359497,56.68457794,-16.88884544,4.807649136,-0.489620805,-9.264739037,-3.760542154,-26.03358269,-6.981981754,-4.280407429,-16.599123,-5.112667084,-5.571286678,0.487376958,-8.293414116,-5.831411839,-8.454455376,4.397621155,1.462917089,7.11824894,female_fear
-365.2168274,31.98133087,-32.96327591,10.63932037,-9.783758163,-12.94754791,-1.168922663,-17.46225548,-7.748888493,-1.997648001,-7.148177624,-3.915971756,-4.916631699,-0.677007914,-4.910671234,1.157933593,5.116945267,20.32412338,20.1192379,24.21751404,female_fear
-165.6854659,7.307675422,-2.968316994,0.895817952,-1.537077815,-2.918106101,-1.198691308,-3.996903311,-4.132790743,-2.098337039,-2.24722188,-2.551175773,-1.368847942,-2.321225667,-2.010382529,-1.015401489,1.823669471,7.203793838,8.483730508,8.598344047,female_fear
-428.1300964,30.59505653,-36.01699829,12.75540638,-13.14238071,-11.82125568,-3.452397346,-19.45271873,-6.123258591,-3.37647438,-7.295752525,-3.786580801,-3.738355637,-1.475000262,-4.297670841,5.543408871,13.48021984,27.21393204,23.19184303,22.56988525,female_fear
-480.7638245,62.66213226,-14.2713089,8.644639969,-4.252404213,-4.581367016,-2.632465839,-23.11669159,-5.231466293,-0.274299562,-9.722805023,-10.6218214,-4.133230209,0.856144249,-3.763367653,-1.441765785,-1.473481178,3.874307394,1.758364677,6.589510441,female_surprise
-359.9403184,26.0218149,-1.025188145,2.718022612,-2.865438665,-3.616118854,-5.896781829,-12.41564956,-6.90560637,-2.133982594,-8.10711598,-7.807050809,-3.536594927,-1.950889866,-2.959375077,-3.180424305,-2.468781759,0.719930088,0.462817574,1.649958483,female_surprise
-543.6158447,60.67979431,-16.57966995,7.74903965,-8.754685402,-3.683245659,-7.410002708,-25.38803864,-3.675487518,-1.085700154,-13.01355362,-10.24245262,-3.399739504,-1.635712981,-5.72991991,0.467380106,2.079212427,6.006229877,4.193006516,4.451294899,female_surprise
-481.4750061,67.6218338,-9.020682335,7.113951683,-5.684203625,-5.369769096,0.047822952,-23.36131668,-5.442649364,-2.947376728,-9.071505547,-10.19630814,-5.981253624,2.359752893,-6.104404449,-5.559803009,-0.800465167,2.795286179,1.184710622,8.688249588,female_surprise
-408.5514376,43.50924363,-3.631701424,2.271360544,-7.059260584,-4.522509343,-2.944860034,-16.89057274,-8.338204937,-4.402535959,-8.231408692,-8.614518324,-6.220380878,-0.213016487,-4.586863832,-6.151942725,-1.36546983,1.095906732,0.515292598,4.961369717,female_surprise
-536.5507813,64.25968933,-10.36772633,6.869562626,-8.888524055,-3.933903456,-5.881673336,-25.38813782,-4.627333164,-4.015124798,-12.63827515,-9.309204102,-3.588251352,0.579373121,-8.442290306,-3.975474358,1.242638946,3.794950724,2.699573517,7.601333618,female_surprise
-533.9502563,70.65252686,-7.59100008,8.717223167,-3.828239679,-2.63192749,-1.597210407,-22.62111664,-3.923978567,-5.72769165,-8.099285126,-12.11134243,-4.791940212,0.742083073,-4.112814903,-6.790947914,-3.309210777,-1.408990502,-3.952878952,2.309775829,female_surprise
-436.4546019,39.90160456,-1.315061921,0.951781827,-4.873915419,-4.500037305,-4.882524383,-16.03749937,-8.933285706,-4.301573503,-8.199290829,-9.650830966,-4.748631423,-1.662501196,-4.812470528,-6.435719816,-3.52133053,-2.206845254,-3.885158666,0.326059219,female_surprise
-593.5053101,69.16007233,-10.34726048,9.064208984,-6.947454929,-1.261745214,-6.903520107,-23.38733864,-3.350640535,-5.449753761,-9.522870064,-11.4460535,-2.658666372,0.00018336,-6.749526024,-6.062488556,-2.330185175,-2.152735472,-1.841297984,2.707758427,female_surprise
-605.9126587,74.17679596,14.11078262,12.74504375,5.915335178,-4.434187889,-3.161524057,-15.89550591,-11.20235348,-1.320465088,-6.529201031,-0.889543653,-7.272316456,2.312254906,-5.325048923,-3.019258738,-4.371994972,-0.755524933,-5.542001724,-1.365391731,female_disgust
-505.617413,38.38813964,15.24579573,7.044014538,2.507400258,-3.830396066,-8.265010428,-13.19689378,-10.18012342,-2.38097421,-6.938083837,-2.707081707,-5.181391808,-1.945807045,-4.388443232,-3.825207293,-3.910853411,-3.177893137,-5.413854195,-3.159980792,female_disgust
-662.6992798,71.16083527,12.67425632,12.46055508,3.819538593,-5.266310692,-7.047897816,-19.0969677,-8.239981651,-0.518258274,-5.642596245,0.069009967,-5.643630505,3.00839448,-8.39435482,-1.746211767,-2.371859074,-0.116720438,-5.950373173,-0.476075739,female_disgust
-513.934021,62.8050766,-2.051953077,7.135320663,1.023527265,-2.732605934,-2.460489511,-21.13410378,-4.256567001,-4.598957062,-9.251003265,-9.914924622,-8.196076393,1.570996046,-3.634243727,-6.360234737,-1.362201571,1.307968736,0.500001431,5.92740202,female_surprise
-409.3851458,34.13536269,3.330940968,1.686069964,-1.38848496,-3.651979582,-5.641970156,-13.25929875,-6.876980893,-4.221161149,-8.855223093,-8.816091044,-6.902268297,-2.102923321,-5.689333944,-6.740113469,-2.397004429,-0.855065002,-1.593610391,1.455559112,female_surprise
-572.4229126,62.91741943,-5.913154125,6.370206356,-2.510468721,-5.14538765,-7.987690926,-24.03329086,-4.426549911,-8.023361206,-11.96795368,-9.620607376,-5.534174442,0.871945083,-8.211141586,-6.788444996,-0.041320477,0.414851606,2.486334324,3.905742645,female_surprise
-481.7272034,60.30083847,-3.280475855,2.524072409,-5.286160946,-3.662156582,-1.866811514,-26.34904289,-11.24415112,-8.225469589,-8.530038834,-13.80642223,-9.772460938,0.896251798,-3.035905123,-4.801885128,-0.18610993,3.090591908,1.096411109,5.45851469,female_surprise
-347.4887905,26.06080482,5.61389937,-1.907408556,-2.961469273,-5.037476239,-6.155911551,-14.08500608,-11.3304472,-5.704357928,-8.088455946,-9.222814505,-7.408551334,-1.82178903,-2.449797234,-3.675155828,-0.557297175,1.192111606,0.266987305,2.302131982,female_surprise
-538.2208252,58.30594635,-4.989843845,1.202311397,-7.266473293,-1.607064486,-6.67082262,-27.92687988,-11.67772675,-8.601685524,-10.47568321,-13.97573853,-5.486338615,1.407063365,-5.720906734,-4.057271004,1.721623421,3.228480339,3.573687792,6.634777069,female_surprise
-367.6298523,34.27377701,-37.70747375,10.14201832,-11.10840511,-17.54021454,-0.28924492,-22.80068398,-5.224392414,2.394468546,-8.428185463,-5.164001942,-5.258244038,1.286815405,-0.85251838,7.901538372,12.03501606,25.78667259,23.31045723,20.45280647,female_fear
-367.1700521,34.20069131,-37.57344891,10.13471621,-11.0669235,-17.45825355,-0.317516361,-22.72742869,-5.200713354,2.445184458,-8.345295109,-5.042302452,-5.204362842,1.275380368,-0.766589769,7.878063148,12.05971582,25.77768787,23.30613595,20.4198077,female_fear
-428.1454773,29.1009388,-40.93088913,10.88137627,-16.42720032,-17.00244141,-3.897335291,-23.8063221,-1.491206527,0.863400817,-8.868574142,-5.196328163,-4.74767971,0.140566453,3.021753311,13.55652237,20.08172798,30.60215569,19.45350838,12.87253666,female_fear
-587.0441284,83.66456604,-4.682427406,15.94928169,-0.203466073,-10.34418869,-11.00259018,-10.51413345,-6.039919376,-3.641787767,-4.66018343,-0.482226044,-5.85563612,-1.697090864,-3.77613616,-7.793226242,-3.26138854,-2.100407839,-4.639721394,-0.525026202,female_disgust
-420.3090639,28.71776452,7.40217587,4.753805303,-1.749417748,-7.290289784,-9.603174455,-7.430728267,-5.341969169,-4.168539307,-3.950148815,-1.980170687,-2.980879374,-2.128439928,-3.315433848,-5.705819247,-4.458033377,-3.124572214,-4.234180655,-3.871706593,female_disgust
-635.9951172,76.72827148,-6.40588522,14.44128704,-4.675552845,-12.43153477,-13.67066193,-11.26493645,-5.339003563,-2.144454718,-4.205620289,0.513071001,-7.05654192,-0.24987036,-6.482412815,-8.346538544,-1.410671592,-3.449261904,-2.650867701,-1.29827559,female_disgust
-546.0974121,65.19243622,-3.13675952,12.09481239,2.033798695,0.15122515,-1.399068952,-19.96990776,-1.936192393,-0.813852966,-5.862189293,-9.00317955,-1.483770847,-0.305820107,-5.160430431,-3.644165516,-3.597516298,-1.314511895,-2.02691555,3.608820677,female_surprise
-492.2455027,46.23446583,-1.331411528,8.762185696,-0.274627135,-1.064165915,-3.222183801,-16.50748699,-4.23902587,-1.67019103,-6.131056133,-8.074864351,-2.723964117,-1.237684199,-5.449196308,-4.356885576,-3.885074211,-2.813924363,-2.907072594,1.365725738,female_surprise
-603.8294678,61.35634995,-5.555472851,12.42177868,-0.157337561,0.417333543,-7.607936382,-21.00504303,-0.338662028,-0.353032082,-6.801583767,-6.520957947,0.499892503,-3.100699902,-7.418323994,-3.266141891,-2.120078087,-0.892002285,0.280400544,3.422613859,female_surprise
-492.4724121,63.4978714,-8.865086555,-0.834331512,-10.39233208,-6.914993763,1.570586205,-21.96896935,-10.3429184,-7.732775688,-5.205604076,-10.66973495,-8.36431694,-1.392463565,-7.222962379,-5.889098167,1.313870549,5.261101723,2.826455832,8.710227966,female_surprise
-395.5089246,39.06927255,-3.590750096,-5.143356564,-9.684375641,-7.908345418,-3.557812986,-14.9204512,-12.05646646,-7.227917006,-7.340119548,-9.194435857,-7.07015503,-3.453361565,-8.040823673,-7.461777214,-0.032361867,3.512434901,1.800128054,4.852594063,female_surprise
-540.4430542,58.87279129,-11.80317593,-2.841894865,-13.46089077,-7.777709961,-4.159107208,-23.34466171,-10.13712978,-8.0042696,-8.231356621,-12.13467884,-8.99634552,-3.612332582,-9.384547234,-3.301128864,4.663892269,4.65769434,3.133693695,6.358056068,female_surprise
-449.5772705,72.63695526,-21.66447639,-3.330992222,-0.130597234,-10.5770874,-2.707581043,-27.88823318,-5.760680199,0.033386532,-11.32668304,-7.404417038,-7.141736031,0.100041896,-2.378446341,-2.385119915,-9.942687035,2.996084452,1.108886003,6.206389427,female_fear
-377.749564,37.46412811,-6.360084749,-2.693942013,-1.957233736,-6.985322612,-5.147903083,-17.65518665,-8.354715744,-1.903481199,-7.132233857,-6.225358029,-5.804596213,-1.814389291,-2.702694326,-5.366747835,-7.691360077,-0.033788698,-1.948438343,1.452103245,female_fear
-506.5318909,65.14732361,-23.94557953,-5.094104767,-4.985234261,-10.17788887,-8.007315636,-26.64588928,-4.440443516,-2.394191742,-13.24667931,-7.908340454,-5.705659389,0.009429819,-2.8966856,-4.578213692,-6.917572498,6.024537086,0.755275011,6.553493977,female_fear
-389.1487732,37.37696838,-27.99604988,-3.742856979,-13.08425522,-12.70588875,-2.813984394,-21.23103142,-14.87251759,-3.68073988,-9.146324158,-3.049104452,-2.28123045,9.354688644,3.125325203,8.841435432,10.64695072,22.56279373,19.44113731,19.18766975,female_fear
-218.7897719,13.82480085,-3.843384262,-4.213506918,-6.318238569,-5.663322574,-2.548600623,-6.716428153,-8.130687898,-4.855587773,-3.418663152,-1.936516461,0.468022098,1.940420729,3.388491295,3.1646114,5.77365095,9.901385516,9.545373788,8.675069992,female_fear
-440.3373413,35.867939,-28.89871216,-3.819540262,-14.80255127,-11.62890053,-8.132163048,-24.40063667,-14.3654747,-3.740792274,-7.295423031,-1.336346626,0.183674231,8.91742897,3.561779499,13.49728203,17.9711113,27.68087006,16.84435654,12.32570076,female_fear
-550.9293823,68.00137329,10.85219955,14.0598402,1.183917165,-10.96966648,-12.3123951,-14.76895523,-7.30186224,-4.936340332,-11.42418766,3.34644866,-10.59879971,-4.975445747,-7.64624548,-5.402332783,-4.829329491,-0.706053019,-4.479169369,-0.847318411,female_disgust
-442.3356837,34.13707014,14.46635219,8.873462561,-0.073611727,-9.581989264,-12.64437558,-11.97387399,-7.645710537,-5.35683434,-8.848896845,0.311272805,-6.933611187,-6.487324262,-5.929737896,-5.599586447,-4.817883349,-2.172543701,-4.740715824,-2.536132477,female_disgust
-602.1544189,64.01890564,9.720054626,10.99705219,-3.059539795,-14.14250565,-16.1003437,-16.97406197,-4.918285847,-4.424101353,-9.404891968,4.605073452,-12.39402866,-3.620181322,-7.859215736,-3.35025239,-3.827389956,-0.224930763,-5.09602499,-2.672571898,female_disgust
-589.6165161,74.62723541,16.57618523,13.14385605,2.874321938,-3.489491224,-6.839219093,-16.73848152,-10.07724094,0.222908944,-11.35270309,-2.791846275,-7.002479076,-0.253169596,-6.009177208,-3.613440514,-6.098258018,-1.625530005,-7.501547813,0.08713039,female_disgust
-519.2990371,44.29988367,16.85824572,8.697727577,0.078475566,-4.848861791,-8.553462645,-13.31095113,-10.0785014,-0.508049829,-9.577292251,-4.070254139,-4.785721119,-1.867345044,-3.82923831,-5.195998349,-5.900739717,-2.437068774,-7.837238025,-2.118897558,female_disgust
-643.9080811,71.02823639,15.69190216,10.15145779,-1.114882827,-5.761003017,-11.94230843,-20.73207474,-8.821426392,-0.460054636,-12.57631874,-1.698696136,-6.58825016,-0.282814831,-7.53802824,-5.038171291,-6.166156769,-2.176719904,-7.850536346,0.68611145,female_disgust
-559.3501587,68.73020172,6.534322739,12.41249466,-0.288252831,-4.603904247,0.740211189,-18.28112793,-7.07943964,-5.581229687,-6.677986622,-11.12440014,-7.361421585,-0.60707742,-3.716086864,-4.31165266,-2.763896227,-2.428279161,-3.261631727,1.935298443,female_surprise
-460.3903835,39.48521843,4.935554,4.186185863,-2.201443607,-4.763556922,-3.010209628,-12.51951681,-8.733356926,-5.267204674,-8.332210711,-9.814544435,-6.723624299,-2.29896598,-4.624687651,-5.987289231,-4.343266857,-4.278746963,-4.423132418,-0.542616463,female_surprise
-618.9501953,68.84954071,3.521710396,9.137956619,-2.796764374,-4.672152519,-4.259456158,-20.2421093,-7.09692049,-6.167259693,-9.175769806,-10.16958523,-3.129006624,0.494529277,-4.824624062,-4.914512157,-1.760174394,-2.838746548,-1.934937835,2.994698763,female_surprise
-594.1480713,84.61507416,6.345348835,15.38804913,0.175020248,-0.955910623,-1.210525036,-13.75751114,-8.071901321,-1.022228599,-3.915603638,-7.529176712,-3.434188604,-0.555292726,-4.603347301,-2.955845118,-5.870834351,-0.133371681,-2.739296913,-0.636324048,female_disgust
-404.7459546,21.69041857,9.318489843,3.069118953,-0.981980922,-1.576317677,-3.602594285,-5.937718488,-5.83688296,-2.97427643,-3.757996973,-4.467087151,-3.122897657,-3.028826522,-2.615354896,-3.207852093,-3.584712236,-3.131967643,-3.090388125,-3.171551856,female_disgust
-651.0307617,81.48207855,4.427041054,14.84815025,-4.455272675,-1.929658771,-5.041848183,-16.60803223,-9.424778938,-0.77294749,-7.158470631,-6.663348198,-1.425398588,-0.926221073,-4.464475632,-1.890352726,-4.734248638,0.548164964,-2.971111059,-2.359700918,female_disgust
-517.435791,69.83473206,0.204497367,14.2535038,-0.680973768,-5.327643394,-7.471585274,-23.99991798,-7.418748856,-0.621334136,-6.56304121,1.492881298,-2.850517273,0.221179545,-6.533246994,-7.540863991,-4.577480316,0.227621481,-5.64557457,-0.23120977,female_disgust
-394.4321227,26.98788531,7.967148429,6.510877806,-1.52630377,-3.406962237,-8.248468752,-13.23913653,-8.348732907,-2.363254234,-4.090296993,-0.504501724,-0.317898677,-2.401953349,-3.413425736,-6.484456182,-3.910842669,-2.448196086,-5.517435405,-3.56951219,female_disgust
-578.7930298,66.44573975,-2.686255217,14.596591,-3.006259918,-5.642076969,-13.45387745,-25.73539162,-6.727477551,-1.574487686,-7.791071892,3.790625095,-3.989472151,-0.519005418,-8.698039055,-6.182521343,-2.263305187,-1.206576228,-6.625675201,-0.499746591,female_disgust
-693.5397949,103.7652893,17.72305679,31.87664986,21.18337631,7.077167511,1.595841408,2.490407228,3.948008537,5.263128281,-3.443368196,7.375579357,3.884663582,1.976096869,3.870773554,1.916638494,2.91633296,4.747504234,-3.524477959,7.842972279,male_neutral
-543.9314111,43.89563943,19.98805227,18.34793341,12.62822404,3.432530994,0.457393788,0.236681231,1.033732147,0.682576169,-0.793276314,3.376737026,4.537876059,2.450291143,1.927713638,1.799904726,2.041948417,0.949280971,-0.04251151,3.321815174,male_neutral
-753.6021729,95.26277161,18.00132942,31.16451073,17.00092697,4.21958828,1.235696077,2.974372864,5.238677025,1.445337653,-2.538419008,9.372812271,4.051537991,4.084456444,4.963320255,0.114850871,4.946286678,1.298630357,0.565563917,8.394375801,male_neutral
-402.8601685,93.70741272,-31.97295952,3.130035639,5.593425751,-30.36253166,-26.83182144,-5.975545883,-26.0623436,-10.61406136,-7.065468311,-9.637003899,-9.339986801,0.914656579,-11.87372684,-0.178491876,-9.241193771,-10.77480316,-6.381744385,-1.362365723,male_happy
-355.0670368,65.14884567,-15.07310213,0.601945944,2.432225675,-24.4620315,-21.56181289,-8.024529986,-18.33893594,-10.90314544,-5.211125041,-7.693242433,-5.723994796,-0.281533956,-6.07441743,-2.583473673,-5.959990893,-9.591205779,-5.59218469,-1.910043332,male_happy
